Date,Open,High,Low,Close,Adj Close,Volume
2018-05-09,6.180000,6.180000,6.070000,6.120000,6.120000,3800
2018-05-10,6.110000,6.120000,5.880000,5.880000,5.880000,18000
2018-05-11,5.970000,6.190000,5.950000,6.040000,6.040000,25700
2018-05-14,6.180000,6.190000,5.930000,6.070000,6.070000,40200
2018-05-15,6.200000,6.200000,5.860000,6.020000,6.020000,36800
2018-05-16,6.080000,6.150000,6.030000,6.080000,6.080000,27100
2018-05-17,6.070000,6.370000,6.000000,6.340000,6.340000,54100
2018-05-18,6.330000,6.850000,6.280000,6.490000,6.490000,159200
2018-05-21,6.580000,6.580000,6.210000,6.300000,6.300000,20300
2018-05-22,6.390000,6.390000,6.100000,6.360000,6.360000,14400
2018-05-23,6.260000,6.260000,5.890000,6.090000,6.090000,11900
2018-05-24,6.100000,6.100000,6.050000,6.100000,6.100000,2300
2018-05-25,5.970000,6.090000,5.970000,6.090000,6.090000,2600
2018-05-29,6.030000,6.390000,5.950000,6.200000,6.200000,21500
2018-05-30,6.260000,6.440000,6.050000,6.050000,6.050000,21800
2018-05-31,6.010000,6.310000,6.010000,6.230000,6.230000,10700
2018-06-01,6.260000,6.260000,6.060000,6.230000,6.230000,13000
2018-06-04,6.280000,6.280000,6.150000,6.150000,6.150000,1100
2018-06-05,6.200000,6.200000,6.080000,6.190000,6.190000,3900
2018-06-06,6.140000,6.180000,6.020000,6.020000,6.020000,2900
2018-06-07,6.110000,6.800000,6.110000,6.220000,6.220000,223300
2018-06-08,6.210000,6.460000,6.110000,6.140000,6.140000,11200
2018-06-11,6.170000,6.360000,6.170000,6.270000,6.270000,10700
2018-06-12,6.380000,6.470000,6.380000,6.440000,6.440000,4700
2018-06-13,6.440000,6.440000,6.350000,6.360000,6.360000,14700
2018-06-14,6.290000,6.370000,6.230000,6.230000,6.230000,3500
2018-06-15,6.290000,6.300000,6.010000,6.120000,6.120000,18400
2018-06-18,6.150000,6.320000,6.150000,6.290000,6.290000,2800
2018-06-19,6.320000,6.390000,6.250000,6.350000,6.350000,5800
2018-06-20,6.340000,6.350000,6.190000,6.350000,6.350000,4900
2018-06-21,6.250000,6.390000,6.250000,6.370000,6.370000,1700
2018-06-22,6.190000,6.380000,6.190000,6.380000,6.380000,7600
2018-06-25,6.380000,6.380000,6.120000,6.300000,6.300000,12800
2018-06-26,6.270000,6.330000,6.200000,6.270000,6.270000,12100
2018-06-27,6.160000,6.310000,6.090000,6.300000,6.300000,6700
2018-06-28,6.340000,6.370000,6.140000,6.210000,6.210000,8200
2018-06-29,6.260000,6.300000,5.840000,6.110000,6.110000,15700
